unique_id,ds,cutoff,TFT,NBEATS,TiDE,NLinear,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
133,2019-06-29,2019-06-18,0.027419858,0.15107068,0.34826925,0.08441624,0.2463858,-0.18491709,0.17442885,0.18701492,0.1504174,0.08151413,0.09250566690353568,-0.6723957883454906
133,2019-06-30,2019-06-18,0.49685708,0.49375904,0.76200986,0.51448077,0.6302255,0.53063935,0.6095496,0.41303194,0.555613,0.4549371,-0.0826469249373272,0.33323700790379035
133,2019-07-01,2019-06-18,0.50453806,0.5146616,0.70925814,0.390786,0.547066,0.5851922,0.44191498,0.3872077,0.48585588,0.44300765,-0.47964515909579614,-0.1677245448145185
133,2019-07-02,2019-06-18,0.5007411,0.5101673,0.49697793,0.3604055,0.54951626,0.5260567,0.4590087,0.4179654,0.4303829,0.40232444,-3.272459827597732,-2.4539671364765145
134,2019-06-19,2019-06-18,0.5350567,0.51868427,0.35475904,0.40417692,0.49229288,0.45938987,0.5342111,0.43113667,0.50485754,0.41540828,0.556598156472827,0.6776162206117863
134,2019-06-20,2019-06-18,-0.53641945,-0.50048876,-0.53532267,-0.39744365,-0.56102264,-0.4203031,-0.35138744,-0.5418919,-0.5046469,-0.591033,-0.2234291678287824,0.5814607785607815
134,2019-06-21,2019-06-18,-0.6940321,-0.8127611,-0.8802689,-0.5969076,-0.91129535,-0.71234465,-0.4902693,-0.85661125,-0.8024991,-0.84778875,-0.5542817713968037,0.12779281287153899
134,2019-06-22,2019-06-18,0.49107188,0.35686707,0.44439363,0.29617864,0.41383898,0.26300278,0.3296463,0.35084996,0.42977136,0.22617754,0.37626925891922913,-0.351786198728644
134,2019-06-23,2019-06-18,0.5556712,0.54301554,0.6336358,0.5041167,0.5639905,0.45858955,0.5595155,0.48358923,0.543321,0.4497566,0.495789574739637,0.5437175209332842
134,2019-06-24,2019-06-18,0.5514244,0.60065824,0.7309164,0.624266,0.67622375,0.5772577,0.62899107,0.5883653,0.65765,0.49033523,0.7000824453900584,0.5883504208261182
134,2019-06-25,2019-06-18,0.54836506,0.5286097,0.60728025,0.4787708,0.6081253,0.5939095,0.55677795,0.50678414,0.49697143,0.4716674,-0.7849350124537312,-1.1464914565520579
134,2019-06-26,2019-06-18,0.52829224,0.49515182,0.5796608,0.4123109,0.6059331,0.47102916,0.5178522,0.50625706,0.5060921,0.4252434,0.3529043851498261,0.18920049393214958
134,2019-06-27,2019-06-18,-0.48155802,-0.4938848,-0.39813834,-0.41743082,-0.54171044,-0.4337989,-0.28907794,-0.46583945,-0.49240467,-0.615096,-0.20305979069648228,0.7709259408575434
134,2019-06-28,2019-06-18,-0.72348803,-0.7997897,-0.75836307,-0.6034158,-0.87502533,-0.7403555,-0.5416541,-0.8103953,-0.74450564,-0.83068734,-0.4158898267626472,0.1590957527292649
134,2019-06-29,2019-06-18,0.4619252,0.36855334,0.5051288,0.2707809,0.44643348,0.21001275,0.3494466,0.38700172,0.3896612,0.2630939,0.4496589265282515,-0.38263981409080444
134,2019-06-30,2019-06-18,0.54415876,0.5808681,0.72663975,0.52585626,0.61424166,0.5023368,0.61865604,0.55288655,0.5566167,0.50260425,0.4763188465984678,0.3004831940005243
134,2019-07-01,2019-06-18,0.5348087,0.6283036,0.87402487,0.61729234,0.70189863,0.5759325,0.6608347,0.64395785,0.6715955,0.54494405,-0.024827740788856526,0.3511070871675643
134,2019-07-02,2019-06-18,0.53079045,0.58670944,0.63394433,0.47392696,0.6158572,0.512866,0.5656819,0.57416093,0.5014634,0.5063762,-1.0420983987490198,-1.0651637228547126
135,2019-06-19,2019-06-18,-0.33420122,-0.31221542,-0.3212539,-0.32568395,-0.30881298,-0.34306106,-0.33502775,-0.3267234,-0.3301729,-0.3336517,-0.36899259164021064,-0.23896368306784035
135,2019-06-20,2019-06-18,-0.3238699,-0.26601657,-0.2754038,-0.24352303,-0.30789596,-0.29809996,-0.24091893,-0.31187415,-0.28294286,-0.29361254,-0.1988841841902392,-0.36103788193931274
135,2019-06-21,2019-06-18,-0.3278288,-0.27257594,-0.29410383,-0.24440596,-0.30654734,-0.2982401,-0.24079251,-0.31380558,-0.29140332,-0.28273082,-0.19448962428554728,-0.32065243268860005
135,2019-06-22,2019-06-18,-0.32730645,-0.27308947,-0.30920497,-0.26513308,-0.29663992,-0.28452778,-0.26554748,-0.32447505,-0.29357767,-0.2824355,-0.20163773754824224,-0.32707739052394075
135,2019-06-23,2019-06-18,-0.2768668,-0.23274168,-0.21302374,-0.2165376,-0.2258082,-0.27752376,-0.2132206,-0.29869133,-0.20989889,-0.24253474,-0.23957558381406327,-0.05928737304056503
135,2019-06-24,2019-06-18,-0.30739653,-0.2615927,-0.26840076,-0.28851008,-0.27717155,-0.29280767,-0.2865645,-0.36055043,-0.27125496,-0.28126848,-0.2481421942611841,-0.24377544802677517
135,2019-06-25,2019-06-18,-0.36486924,-0.30570996,-0.28820848,-0.34688222,-0.28665924,-0.31553215,-0.33285773,-0.36458972,-0.33176014,-0.3190103,-1.5756608631918072,-1.8363305810827708
135,2019-06-26,2019-06-18,-0.3450984,-0.2915108,-0.2967329,-0.34336245,-0.26567292,-0.34472147,-0.3181218,-0.35812113,-0.33702365,-0.3222598,-0.5057524084210331,-0.4528229938727506
135,2019-06-27,2019-06-18,-0.34617692,-0.24608508,-0.2531834,-0.2664738,-0.27553543,-0.29610106,-0.25591657,-0.3394688,-0.28671175,-0.28284538,-0.2827145864227791,-0.0357013806406998
135,2019-06-28,2019-06-18,-0.3515901,-0.24852684,-0.26131752,-0.26428583,-0.29814044,-0.2901701,-0.25922287,-0.3513136,-0.2858105,-0.28307772,-0.27537177746810404,-0.2738420256025467
135,2019-06-29,2019-06-18,-0.3441456,-0.26753822,-0.2948833,-0.2826797,-0.30464286,-0.28270546,-0.28252256,-0.35619307,-0.29358804,-0.2747344,-0.44180878044073807,-0.31606317709192816
135,2019-06-30,2019-06-18,-0.2841235,-0.229895,-0.23494044,-0.26107374,-0.25119656,-0.2862362,-0.26967043,-0.3231603,-0.22519785,-0.24836309,-0.4136613461144838,-0.3405392069408449
135,2019-07-01,2019-06-18,-0.3059176,-0.2771527,-0.28843823,-0.3180921,-0.3161039,-0.30030403,-0.31880057,-0.38189834,-0.28491452,-0.2872156,-0.6027386766973658,-0.5368759054675535
135,2019-07-02,2019-06-18,-0.347563,-0.3109334,-0.29857087,-0.37027863,-0.30602062,-0.34022924,-0.3488686,-0.38225174,-0.33333316,-0.32651237,-1.8035938911598448,-1.690698203481716
136,2019-06-19,2019-06-18,-0.20764638,-0.15736742,-0.17515087,-0.12075384,-0.17584705,-0.17491633,-0.13151316,-0.17315336,-0.20363355,-0.19558291,-0.25360047975160455,0.05431861569012836
136,2019-06-20,2019-06-18,-0.20773934,-0.21048187,-0.21845663,-0.17755736,-0.14596131,-0.2416029,-0.175843,-0.19460657,-0.23899151,-0.24368377,-0.1498157965867814,0.09725554134933413
136,2019-06-21,2019-06-18,-0.18685012,-0.15979612,-0.16974208,-0.11191158,-0.19675079,-0.15831894,-0.10946336,-0.18186857,-0.14229669,-0.20521371,-0.1368120419585648,0.11075000369937023
136,2019-06-22,2019-06-18,-0.1418653,-0.15083808,-0.16986752,-0.110073835,-0.17071137,-0.11256826,-0.08278315,-0.17606176,-0.14148416,-0.1881718,-0.22145912397242762,0.109032526673002
136,2019-06-23,2019-06-18,-0.10569851,-0.13475253,-0.10886899,-0.0749723,-0.119781174,-0.100642115,-0.07085082,-0.15280533,-0.100119404,-0.16421507,-0.2192509392242399,0.19686920887869153
136,2019-06-24,2019-06-18,-0.12812942,-0.141519,-0.16560191,-0.14719366,-0.17288181,-0.084205054,-0.15203324,-0.20863949,-0.12829679,-0.1964803,-0.3041433750990125,-0.12748859524399442
136,2019-06-25,2019-06-18,-0.17391542,-0.17912692,-0.22155955,-0.20204702,-0.19927627,-0.122083455,-0.20710135,-0.20775211,-0.18707594,-0.19466925,-1.328005036675388,-1.2867855880425505
136,2019-06-26,2019-06-18,-0.16188452,-0.115149066,-0.16698003,-0.09678143,-0.15023634,-0.096473575,-0.117442384,-0.15850434,-0.16878875,-0.15979414,-0.3353033154345504,-0.2300465091042688
136,2019-06-27,2019-06-18,-0.13794997,-0.15933742,-0.1853804,-0.14984041,-0.11718348,-0.13718395,-0.1631771,-0.16232648,-0.22108048,-0.17116405,-0.18686422958415327,0.1551590525240345
136,2019-06-28,2019-06-18,-0.14012592,-0.15163863,-0.12743372,-0.0750465,-0.17540047,-0.09562034,-0.08919083,-0.16177262,-0.13366169,-0.149348,-0.13852951898493304,0.08228895583383956
136,2019-06-29,2019-06-18,-0.13085723,-0.17264359,-0.14377955,-0.083464384,-0.13146889,-0.1057594,-0.08554146,-0.14759043,-0.13016598,-0.16994958,-0.19864121490782113,0.15810329885495145
136,2019-06-30,2019-06-18,-0.12015778,-0.14621685,-0.09983584,-0.0679653,-0.098743744,-0.09588714,-0.060242943,-0.12236098,-0.11437596,-0.16119199,-0.21164496953603773,0.16938957645679986
136,2019-07-01,2019-06-18,-0.17178035,-0.17556463,-0.16937745,-0.16267829,-0.1413863,-0.13034455,-0.17002143,-0.18537533,-0.15912414,-0.1981294,-0.22881973979972006,-0.011436219033683933
136,2019-07-02,2019-06-18,-0.21987414,-0.19978651,-0.20294511,-0.21180847,-0.18020952,-0.17106083,-0.20510215,-0.20617151,-0.19561182,-0.20048583,-1.3547486075145505,-1.182264843294998
137,2019-06-19,2019-06-18,0.06556514,0.06465896,0.06194438,0.0635461,0.061078995,0.057552513,0.071009204,0.090006284,0.052601367,0.0559846,-0.030325970213151532,0.03292949745054858
137,2019-06-20,2019-06-18,0.06630303,0.06782224,0.04192058,0.044064764,0.03616224,0.06161504,0.05227008,0.047250576,0.04926847,0.040345617,0.04155524304105314,-0.1520448246569381
137,2019-06-21,2019-06-18,0.042348765,-0.008911414,-0.04646341,-0.022697514,-0.033160422,0.027626133,-0.0084693115,-0.038353473,0.006046757,-0.016786775,0.061681982752230476,-0.009240814325251479
137,2019-06-22,2019-06-18,0.045210414,-0.01585642,-0.02273843,-0.025551105,-0.0123403,-0.0041203517,-0.017375523,-0.038497195,0.008531123,-0.028419806,0.06551564745912138,0.023345335683321256
137,2019-06-23,2019-06-18,0.053698383,0.09946609,0.113868386,0.12964845,0.08677612,0.11858742,0.14129221,0.07044542,0.12432779,0.11109245,0.13068794747626694,0.15177310336416697
137,2019-06-24,2019-06-18,0.050118208,0.07668843,0.07420222,0.08286854,0.08673206,0.04986591,0.08752452,0.046529397,0.053081214,0.07446673,-0.08016361140273347,-0.2632211011567747
137,2019-06-25,2019-06-18,0.047913644,0.03453021,0.06239012,0.020100262,0.041553263,0.043142408,0.055114374,0.023911946,0.033986613,0.038018905,-1.115253082263281,-1.475617564711027
137,2019-06-26,2019-06-18,0.056646045,0.061678417,0.07138424,0.040157337,0.06889534,0.035386007,0.084602356,0.06332319,0.0356465,0.041062415,-0.08974777316996073,-0.06674578492861521
137,2019-06-27,2019-06-18,0.05312112,0.04372093,0.06210555,0.017322913,0.033513255,0.033913966,0.035327613,0.030609563,0.029203802,0.023028158,0.14218894159693965,-0.0015734849114696617
137,2019-06-28,2019-06-18,0.0040287543,-0.017250126,-0.027378242,-0.046654075,-0.038089413,-0.006063398,-0.024308732,-0.06963551,-0.009674579,-0.037432753,0.047305740101389514,-0.027450721682983365
137,2019-06-29,2019-06-18,-0.00027509592,-0.03385266,-0.015192796,-0.04972347,-0.027353805,-0.037183616,-0.017839955,-0.054499224,-0.012953445,-0.04644671,0.053056237161725896,-0.03799329962693337
137,2019-06-30,2019-06-18,0.032498118,0.09134226,0.117222264,0.10293747,0.09019181,0.09701154,0.1175163,0.060622163,0.09986443,0.09667842,-0.10604084817424714,-0.0034903172649151035
137,2019-07-01,2019-06-18,0.036305804,0.07467362,0.088941686,0.07850822,0.08499479,0.040304735,0.08274108,0.04348535,0.060408086,0.07463355,-0.2804725923377838,-0.1405438305362654
137,2019-07-02,2019-06-18,0.03783214,0.02752647,0.06784417,0.023013877,0.051377207,0.040360197,0.051225737,0.030909315,0.035891265,0.039552625,-1.1890511278709308,-1.14304715138824
138,2019-06-19,2019-06-18,-0.53852355,-0.48879415,-0.49675256,-0.50216234,-0.4203489,-0.5006766,-0.5129849,-0.47621998,-0.5459838,-0.5082576,-0.5453650629423288,0.1427894781818437
138,2019-06-20,2019-06-18,-0.51083976,-0.48072976,-0.46895474,-0.4995256,-0.42717007,-0.47962973,-0.48595905,-0.47959566,-0.5057526,-0.48702347,-0.4619846467710575,-0.32094755984305623
138,2019-06-21,2019-06-18,-0.50210273,-0.46968487,-0.4964209,-0.4815068,-0.45273197,-0.46478832,-0.47629783,-0.4814895,-0.49427795,-0.4919689,-0.3672503015892303,-0.4914339001421873
138,2019-06-22,2019-06-18,-0.4732932,-0.46001902,-0.4827652,-0.4849853,-0.4547724,-0.44643342,-0.4695554,-0.47649965,-0.4878963,-0.478716,-0.49959453661852454,-0.3814427128524253
138,2019-06-23,2019-06-18,-0.45108736,-0.44919127,-0.4556404,-0.46777612,-0.45809004,-0.45977992,-0.4553209,-0.46950656,-0.45190263,-0.461062,-0.4390993836091554,-0.3550093468747244
138,2019-06-24,2019-06-18,-0.45596796,-0.45121118,-0.47844383,-0.46942362,-0.44978368,-0.47067493,-0.46611366,-0.49695286,-0.44039774,-0.4735744,-0.3929740470037713,-0.47014528324739463
138,2019-06-25,2019-06-18,-0.49757564,-0.46375299,-0.4768388,-0.48952007,-0.422338,-0.47713,-0.48530257,-0.5177586,-0.5036353,-0.46651745,-1.7213837412388326,-1.6710006812544902
138,2019-06-26,2019-06-18,-0.47131878,-0.42446122,-0.39895645,-0.40971115,-0.36546338,-0.4573963,-0.41548124,-0.42920068,-0.4655526,-0.42122456,-0.5652344387108019,-0.2125530188204037
138,2019-06-27,2019-06-18,-0.45990616,-0.4550321,-0.4364194,-0.46605304,-0.40609628,-0.44954452,-0.4607351,-0.4606834,-0.4647209,-0.4488292,-0.5111258707698705,0.32232348066126165
138,2019-06-28,2019-06-18,-0.46319532,-0.45899865,-0.47324106,-0.47926688,-0.45359704,-0.45566615,-0.47272745,-0.48697412,-0.46359646,-0.48146462,-0.4589687593776286,0.2446200289952685
138,2019-06-29,2019-06-18,-0.45502532,-0.46411484,-0.4693443,-0.47693908,-0.46370602,-0.4432125,-0.47737214,-0.48191738,-0.4785228,-0.45808485,-0.4470826149447027,0.21233229337149961
138,2019-06-30,2019-06-18,-0.44120994,-0.44744468,-0.4614561,-0.47085482,-0.46597844,-0.4532947,-0.4604023,-0.46736407,-0.4441046,-0.45370683,-0.4969334595066755,0.1434990987450034
138,2019-07-01,2019-06-18,-0.45618492,-0.43343276,-0.469769,-0.4701654,-0.4600554,-0.45237172,-0.47398412,-0.50297046,-0.4505154,-0.46762258,-0.678241513393993,0.008493786603860048
138,2019-07-02,2019-06-18,-0.49455205,-0.41046786,-0.45586652,-0.47343823,-0.43106216,-0.4579232,-0.46582642,-0.51408195,-0.4785282,-0.41528216,-2.0142796286830214,-1.0786449161568845
139,2019-06-19,2019-06-18,0.27701202,0.33885777,0.34389848,0.31990752,0.33961433,0.33565238,0.3555219,0.32537934,0.31483722,0.3245313,0.5214827272079505,0.22022511144568613
139,2019-06-20,2019-06-18,0.1947076,0.26671553,0.2572092,0.22504103,0.2845999,0.27367243,0.24651133,0.25202212,0.22582066,0.23054892,0.540114513548648,0.2336085072678773
139,2019-06-21,2019-06-18,0.12929478,0.17411551,0.14319296,0.123667836,0.17345178,0.21031138,0.15120971,0.17692927,0.15095177,0.103435,0.22573592149011779,0.2170760771345823
139,2019-06-22,2019-06-18,0.109244026,0.14749318,0.12258446,0.096565686,0.13964172,0.2116445,0.09585901,0.15953939,0.14984834,0.09418625,0.20894107183089747,-0.09467831966469481
139,2019-06-23,2019-06-18,0.09719006,0.18483275,0.16913226,0.14846903,0.15509875,0.17833379,0.13716663,0.14909065,0.1330011,0.13867939,-0.0511166783610921,0.14071199509031493
139,2019-06-24,2019-06-18,0.10633407,0.1923211,0.1851329,0.20166951,0.18826649,0.14654332,0.20701976,0.1588718,0.18059012,0.15232149,-0.005718100376012188,-0.20620661818295474
139,2019-06-25,2019-06-18,0.12230965,0.1423332,0.18382427,0.19105709,0.17526653,0.12512696,0.22970842,0.16273907,0.20726396,0.122012466,-0.8719649554554851,-1.5272265116910029
139,2019-06-26,2019-06-18,0.104739994,0.14678635,0.20413204,0.18926209,0.1917389,0.14598888,0.24674796,0.17982796,0.2013444,0.13863091,0.437508478911849,-0.18206402179782552
139,2019-06-27,2019-06-18,0.08032249,0.15422107,0.18959066,0.1493128,0.19150913,0.099223256,0.17916796,0.17756894,0.16509317,0.09967165,0.3343776052231992,-0.0025690660649083977
139,2019-06-28,2019-06-18,0.07111497,0.092969045,0.09687362,0.07140761,0.13082941,0.051608045,0.091742046,0.12048179,0.119125366,-0.0005597919,-0.09047960724988972,-0.05190393693886808
139,2019-06-29,2019-06-18,0.061056197,0.07288024,0.08349336,0.06136702,0.111138046,0.06835709,0.08079743,0.11613945,0.113961965,0.008750573,0.21891301381605952,-0.13745270239052154
139,2019-06-30,2019-06-18,0.05715033,0.13846877,0.15833586,0.13632682,0.13949408,0.07564752,0.13096781,0.14666803,0.11549112,0.07867461,-0.14899916153123555,-0.043244092583332595
139,2019-07-01,2019-06-18,0.07462878,0.1641346,0.16565591,0.17479274,0.16351114,0.082793966,0.19233817,0.14380634,0.1754204,0.11096617,0.16459217194951883,-0.35945962132334014
139,2019-07-02,2019-06-18,0.09850399,0.13371362,0.16092086,0.15728901,0.15653978,0.07346931,0.17960681,0.14159882,0.17243388,0.09990573,-1.2897368407285903,-0.8158071769074672
14,2019-06-19,2019-06-18,0.21503027,0.19408058,0.18066482,0.20822272,0.14855906,0.23133312,0.21067426,0.18378177,0.18946601,0.19828916,0.3085609063486703,0.43097261369071255
14,2019-06-20,2019-06-18,0.25962996,0.23296899,0.24507228,0.24009779,0.20291239,0.27251887,0.24922106,0.21779746,0.20062582,0.23720509,0.4999260437757869,0.25277835616748645
14,2019-06-21,2019-06-18,0.22420487,0.1830569,0.1883034,0.16586064,0.14504841,0.24187785,0.16824597,0.15255257,0.1667394,0.18427286,0.2837686618236997,0.5952212336686427
14,2019-06-22,2019-06-18,0.17776144,0.14941677,0.18599528,0.09006773,0.13342178,0.0967277,0.08771219,0.15099484,0.13538797,0.14596976,0.48055710274065366,0.2349589304151639
14,2019-06-23,2019-06-18,0.19697489,0.21938717,0.21958947,0.20513594,0.19538128,0.18712406,0.21685326,0.18401787,0.19642782,0.19895123,0.5688794738608615,0.6277610546076665
14,2019-06-24,2019-06-18,0.20337929,0.19390485,0.17787457,0.1525258,0.17033164,0.18521087,0.1677445,0.1580339,0.16552088,0.1737946,0.79975725099965,0.6750212707333917
14,2019-06-25,2019-06-18,0.19759457,0.20239195,0.2297959,0.18674839,0.21281093,0.18927932,0.20289287,0.19049,0.1783749,0.17926195,0.5657804432952401,0.668823209602149
14,2019-06-26,2019-06-18,0.20823377,0.2103464,0.22677258,0.20619343,0.18021855,0.19299114,0.21940574,0.19289014,0.18380986,0.19180274,0.4464677665188191,0.7726407335504634
14,2019-06-27,2019-06-18,0.2361727,0.22286296,0.2551667,0.23684876,0.20961195,0.22352137,0.23973992,0.20884761,0.19753994,0.2134694,0.45886388878130435,0.8137028885449459
14,2019-06-28,2019-06-18,0.18733092,0.16021076,0.20169115,0.14567846,0.15682112,0.17938127,0.16599518,0.14608905,0.13469237,0.14563681,0.28221914654088903,0.6393824192287464
14,2019-06-29,2019-06-18,0.1179695,0.13471282,0.1896857,0.08293062,0.12776333,0.037741914,0.10374745,0.12717935,0.099654935,0.113096744,0.6905164235614983,0.41470270322120056
14,2019-06-30,2019-06-18,0.15540008,0.22425772,0.20814407,0.20498642,0.19563854,0.16662215,0.22341663,0.16714624,0.1805684,0.18138337,0.8129281309035404,0.6021940524412907
14,2019-07-01,2019-06-18,0.1631615,0.19426614,0.2144111,0.1656212,0.18200788,0.16787453,0.17069693,0.15305483,0.1551019,0.16909456,0.9454116875838521,0.5851493843303733
14,2019-07-02,2019-06-18,0.15910126,0.22534543,0.26283038,0.20891151,0.23974279,0.18267944,0.19577307,0.19768503,0.20005706,0.19685131,2.7598940837551362,0.6920659388443089
140,2019-06-19,2019-06-18,-0.15443014,-0.25421524,-0.123101726,-0.12087627,-0.102978885,-0.13734029,-0.11370624,-0.13240385,-0.15396467,-0.17995921,-0.0369220946425907,-0.09574627756676933
140,2019-06-20,2019-06-18,-0.1570053,-0.25245318,-0.16686803,-0.10191261,-0.08043628,-0.123239756,-0.06560948,-0.14176464,-0.12441609,-0.27756622,0.0884294380172662,-0.05349557475218072
140,2019-06-21,2019-06-18,-0.14778867,-0.29472595,-0.25079617,-0.11256751,-0.14176814,-0.11705351,-0.059055373,-0.07769243,-0.12115043,-0.251883,-0.007043144585864987,0.030072113687723875
140,2019-06-22,2019-06-18,-0.13533491,-0.22940378,-0.24799696,-0.14510627,-0.11707583,-0.1126506,-0.099763,-0.10782037,-0.11308531,-0.22743744,0.006495754658588787,-0.03458780166940897
140,2019-06-23,2019-06-18,-0.1455203,-0.27701548,-0.40023914,-0.63843024,-0.14765379,-0.12510806,-0.6156477,-0.46043524,-0.6144608,-0.3740549,-0.06446675172613464,0.038475568391178
140,2019-06-24,2019-06-18,-0.15445662,-0.22797641,-0.22139126,-0.23711841,-0.15168363,-0.1318758,-0.20354155,-0.21749942,-0.24739629,-0.4140179,-0.07963965605181565,-0.037388953237227046
140,2019-06-25,2019-06-18,-0.1486234,-0.22445074,-0.29476097,-0.18601196,-0.105597615,-0.12530184,-0.15853477,-0.17982553,-0.14253554,-0.2996494,-1.0434692246785364,-1.1081291400356694
140,2019-06-26,2019-06-18,-0.14169678,-0.18992457,-0.16207317,-0.07504846,-0.038835526,-0.10889303,0.0037757754,-0.070713885,-0.10964712,-0.22151624,-0.05723044350927142,-0.10951860610854132
140,2019-06-27,2019-06-18,-0.13765888,-0.21750885,-0.094470695,-0.05521421,-0.04246382,-0.10345378,-0.06701415,-0.08611956,-0.09041738,-0.23328215,-0.0931785552962695,0.05108075044635912
140,2019-06-28,2019-06-18,-0.13813685,-0.24753252,-0.14524528,-0.06275898,-0.114900455,-0.104886726,-0.06323212,-0.08961014,-0.09950531,-0.1857095,-0.034587801669408995,-0.045792407940681144
140,2019-06-29,2019-06-18,-0.14039283,-0.2203877,-0.17460129,-0.15213642,-0.13178442,-0.10608336,-0.14805922,-0.10989592,-0.100394286,-0.20775329,-0.04976070599508999,-0.022449478208864202
140,2019-06-30,2019-06-18,-0.14419019,-0.33892292,-0.22634433,-0.66922283,-0.13939305,-0.1189915,-0.70037603,-0.4185075,-0.51159453,-0.36308667,-0.05326214545486252,-0.03412094307477265
140,2019-07-01,2019-06-18,-0.14318894,-0.20545425,-0.08999189,-0.19185881,-0.1448704,-0.12380365,-0.18164131,-0.16541997,-0.16072178,-0.3547644,-0.21036006254999048,-0.07893936815986118
140,2019-07-02,2019-06-18,-0.13940075,-0.19705245,-0.07732633,-0.111330286,-0.10992517,-0.1265333,-0.09861862,-0.08012262,-0.13005555,-0.31284437,-3.246108074172781,-1.0810513415467617
141,2019-06-19,2019-06-18,-0.26607782,-0.45159072,-0.3521471,-0.33726886,-0.31523883,-0.3115953,-0.3295168,-0.37392217,-0.36202002,-0.39338523,-0.42671397084099333,0.045361563934054154
141,2019-06-20,2019-06-18,-0.25318718,-0.46594542,-0.38787663,-0.33717686,-0.28652525,-0.2963297,-0.3102348,-0.38928857,-0.33779746,-0.4650828,-0.29830942538218047,-0.08789861559673069
141,2019-06-21,2019-06-18,-0.25431132,-0.51199967,-0.48181376,-0.34291464,-0.36456242,-0.30029926,-0.31534034,-0.37149397,-0.34205803,-0.45118934,-0.4738316051690172,-0.08825829219465459
141,2019-06-22,2019-06-18,-0.24690801,-0.46757078,-0.5000813,-0.3651351,-0.37884444,-0.3049677,-0.33741486,-0.37939066,-0.34900093,-0.46608615,-0.3592746087302723,-0.0744107431745865
141,2019-06-23,2019-06-18,-0.24314165,-0.48073712,-0.58128995,-0.67047215,-0.30688655,-0.2896419,-0.6519499,-0.599275,-0.7244223,-0.54264355,-0.015423781115075792,-0.05966400265970875
141,2019-06-24,2019-06-18,-0.4133994,-0.5071875,-0.49746412,-0.49190366,-0.38802266,-0.3619727,-0.465756,-0.4702105,-0.5412588,-0.63894296,-0.5905466611953051,-0.18069517786108288
141,2019-06-25,2019-06-18,-0.44542554,-0.46142718,-0.540731,-0.40982032,-0.37200826,-0.387132,-0.39334276,-0.41264555,-0.37426013,-0.5232,-1.4384842408007714,-1.3037853548782912
141,2019-06-26,2019-06-18,-0.29278335,-0.45766434,-0.4281026,-0.30904758,-0.29506168,-0.31386146,-0.25388402,-0.344495,-0.3429523,-0.45863044,-0.43336798790258446,-0.12332676049222947
141,2019-06-27,2019-06-18,-0.26370534,-0.47401318,-0.3661853,-0.32053018,-0.2759521,-0.299006,-0.34916914,-0.36253688,-0.3301437,-0.45184618,-0.3817543961005127,-0.021178606681857295
141,2019-06-28,2019-06-18,-0.26036072,-0.48525718,-0.41500694,-0.31859076,-0.37396678,-0.2999798,-0.32591262,-0.39036232,-0.3353504,-0.40638644,-0.2990287785780282,-0.07189300698911955
141,2019-06-29,2019-06-18,-0.25365692,-0.45523003,-0.4510821,-0.38315198,-0.40528226,-0.30325738,-0.3767091,-0.37548122,-0.35735738,-0.4642312,-0.29363362960917044,-0.15120169683132756
141,2019-06-30,2019-06-18,-0.2443811,-0.54510677,-0.4376894,-0.68487823,-0.30684066,-0.28679243,-0.70646125,-0.5705874,-0.7636151,-0.53414077,-0.16774682033582444,-0.12872190946108716
141,2019-07-01,2019-06-18,-0.40308827,-0.49897403,-0.39688933,-0.44096863,-0.39248353,-0.3483151,-0.4332453,-0.4235977,-0.41943625,-0.59162605,0.05597202357280758,-0.16217183306800484
141,2019-07-02,2019-06-18,-0.44697517,-0.46580267,-0.38320124,-0.34403178,-0.3774365,-0.39032584,-0.3377663,-0.33929074,-0.3630718,-0.5576671,-1.4215794406983506,-1.2422806566333136
142,2019-06-19,2019-06-18,-0.24820842,-0.22576566,-0.2253921,-0.23728089,-0.23304217,-0.235008,-0.24355139,-0.24346624,-0.25898463,-0.2515072,-0.27538946327098407,-0.19148873474325892
142,2019-06-20,2019-06-18,-0.22138983,-0.18677011,-0.19283874,-0.18839166,-0.1733354,-0.20628732,-0.18991405,-0.1877492,-0.23122083,-0.22335884,-0.3029834806534359,-0.0878247234956696
142,2019-06-21,2019-06-18,-0.23455378,-0.18934734,-0.2120879,-0.20580311,-0.19715564,-0.22656782,-0.22475407,-0.19922966,-0.2384303,-0.22883417,-0.36525646582734744,-0.2533888277903806
142,2019-06-22,2019-06-18,-0.2575514,-0.2495694,-0.2513463,-0.25477532,-0.22264789,-0.2890041,-0.26295525,-0.23833887,-0.2639525,-0.25444204,-0.26494848372086716,-0.26979608136913574
142,2019-06-23,2019-06-18,-0.25148097,-0.1092726,-0.17393774,-0.10212278,-0.12464209,-0.24633804,-0.10865544,-0.17543134,-0.14678366,-0.122306585,-0.29925455938553697,-0.26494848372086716
142,2019-06-24,2019-06-18,-0.24777861,-0.21037751,-0.27804965,-0.22444065,-0.23592997,-0.2573242,-0.22504362,-0.265369,-0.23701325,-0.21766576,-0.2876949034550504,-0.04494212891483232
142,2019-06-25,2019-06-18,-0.25006908,-0.24328363,-0.31386802,-0.27430716,-0.27986133,-0.24733618,-0.28108022,-0.2885552,-0.27086028,-0.26097104,-1.463796671350362,-1.4541014760538251
